_id,pubchem_cid,pubchem_sid,inchikey,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
UMLS:C0012634,,135330780,,collagenase clostridium histolyticum,Xiaflex,Treatment of advanced (involutional or residual stage) Dupuytren's disease,C0012634,Disease,05/23/1996,Designated/Approved,,Treatment of adult patients with Dupuytren's contracture with a palpable cord, 02/02/2010 , 02/02/2017 ,,"Auxilium Pharmaceuticals, Inc.|40 Valley Stream Parkway|Malvern|Pennsylvania|19335|United States"
UMLS:C0012634,,46506485,,collagenase clostridium histolyticum,Xiaflex,Treatment of advanced (involutional or residual stage) Dupuytren's disease,C0012634,Disease,05/23/1996,Designated/Approved,,Treatment of adult patients with Dupuytren's contracture with a palpable cord, 02/02/2010 , 02/02/2017 ,,"Auxilium Pharmaceuticals, Inc.|40 Valley Stream Parkway|Malvern|Pennsylvania|19335|United States"
UMLS:C0151595,,135285682,,Digoxin immune FAB (Ovine),Digibind,Treatment of potentially life threatening digitalis intoxication in patients who are refractory to management by conventional therapy.,C0151595,DIGITALIS INTOXICATION,11/01/1984,Designated/Approved,,, 04/22/1986 , 04/22/1993 ,,Glaxo Wellcome Inc.|5 Moore Drive|Research Triangle Park|North Carolina|27709|United States
UMLS:C0151595,,46506432,,Digoxin immune FAB (Ovine),Digibind,Treatment of potentially life threatening digitalis intoxication in patients who are refractory to management by conventional therapy.,C0151595,DIGITALIS INTOXICATION,11/01/1984,Designated/Approved,,, 04/22/1986 , 04/22/1993 ,,Glaxo Wellcome Inc.|5 Moore Drive|Research Triangle Park|North Carolina|27709|United States
UMLS:C0020445,,252827375,,evinacumab-dgnb,Evkeeza,Treatment of homozygous familial hypercholesterolemia.,C0020445,FAMILIAL HYPERCHOLESTEROLEMIA,02/08/2016,Designated/Approved,,"adjunct to other low-density lipoprotein-cholesterol (LDL-C) lowering therapies for the treatment of adult and pediatric patients, aged 12 years and older, with homozygous familial hypercholesterolemia (HoFH)", 02/11/2021 ,,,"Regeneron Pharmaceuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591-0707|United States"
UMLS:C4316906,,347911406,,factor XIII concentrate (human),Corifact,Treatment of congenital factor XIII deficiency,C4316906,Factor XIII deficiency,01/16/1985,Designated/Approved,,For the routine prophylactic treatment of congenital factor XIII deficiency, 02/17/2011 , 02/17/2018 ,,CSL Behring LLC|1020 First Ave.|PO Box 61501|King of Prussia|Pennsylvania|19406|United States
UMLS:C4316906,,135278070,,factor XIII concentrate (human),Corifact,Treatment of congenital factor XIII deficiency,C4316906,Factor XIII deficiency,01/16/1985,Designated/Approved,,For the routine prophylactic treatment of congenital factor XIII deficiency, 02/17/2011 , 02/17/2018 ,,CSL Behring LLC|1020 First Ave.|PO Box 61501|King of Prussia|Pennsylvania|19406|United States
UMLS:C0039483,,441072528,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,440790341,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,433791528,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,433790701,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,387060165,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,354355050,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,348825932,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,329976987,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,178101701,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,135305802,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,103771449,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,91145133,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,56313883,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,56313209,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,56311151,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,50067186,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0039483,,46505602,,infliximab,,Treatment of giant cell arteritis,C0039483,Giant Cell Arteritis,05/06/2003,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Centocor, Inc.|200 Great Valley Parkway|Malvern|Pennsylvania|19355|United States"
UMLS:C0006826,,404772412,,margetuximab,,Treatment of gastric and gastroesophageal junction cancer.,C0006826,Cancer,06/03/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"MacroGenics, Inc.|9704 Medical Center Drive|Rockville|Maryland|20850|United States"
UMLS:C0006826,,381127049,,margetuximab,,Treatment of gastric and gastroesophageal junction cancer.,C0006826,Cancer,06/03/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"MacroGenics, Inc.|9704 Medical Center Drive|Rockville|Maryland|20850|United States"
UMLS:C0006826,,252166886,,margetuximab,,Treatment of gastric and gastroesophageal junction cancer.,C0006826,Cancer,06/03/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"MacroGenics, Inc.|9704 Medical Center Drive|Rockville|Maryland|20850|United States"
UMLS:C0006826,,164130400,,margetuximab,,Treatment of gastric and gastroesophageal junction cancer.,C0006826,Cancer,06/03/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"MacroGenics, Inc.|9704 Medical Center Drive|Rockville|Maryland|20850|United States"
UMLS:C0025202,,387061105,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0025202,,385327548,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0025202,,384647091,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0025202,,377483934,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0025202,,354355033,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0025202,,347910395,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0025202,,194140938,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0025202,,187051801,,pembrolizumab,KEYTRUDA,Treatment of Stage IIB through IV malignant melanoma,C0025202,Malignant Melanoma,11/19/2012,Designated/Approved,,Treatment of patients with unresectable or metastatic melanoma., 12/18/2015 , 12/18/2022 ,Initial treatment of patients with unresectable or metastatic melanoma,"Merck, Sharp & Dohme Corp.|351 North Sumneytown Pike|North Wales|Pennsylvania|19454|United States"
UMLS:C0015544,,46506010,,Somatropin (rDNA origin),Nutropin Depot,Long-term treatment of children who have growth failure due to a lack of adequate endogenous growth hormone secretion.,C0015544,growth failure,10/28/1999,Designated/Approved,,Long-term treatment of growth failure due to a lack of adequate endogenous growth hormone secetion for once- or twice-a-month administration., 12/22/1999 ,,,"Genentech, Inc.|1 DNA Way|South San Francisco|California|94080|United States"
UMLS:C0280209,,404720314,,tilsotolimod sodium,,Treatment of melanoma stages IIb-IV.,C0280209,melanoma stages,06/21/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Idera Pharmaceuticals, Inc.|505 Eagleview Boulevard|Suite 212|Exton|Pennsylvania|19341|United States"
UMLS:C0280209,,381128261,,tilsotolimod sodium,,Treatment of melanoma stages IIb-IV.,C0280209,melanoma stages,06/21/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Idera Pharmaceuticals, Inc.|505 Eagleview Boulevard|Suite 212|Exton|Pennsylvania|19341|United States"
UMLS:C0011854,,440790971,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,387060191,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,385327552,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,384647095,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,354355053,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,349905851,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,347910190,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,178103467,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,135302166,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,103771533,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,387124020,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,377017835,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,355433663,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0011854,,349984255,,ustekinumab,,Treatment of type 1 diabetes mellitus patients with residual beta-cell function.,C0011854,Type 1 diabetes mellitus,11/29/2010,Designated,Not FDA Approved for Orphan Indication,,,,,Johnson & Johnson Pharmaceutical & Development LLC|902 Route 202 South|Room 1654|Raritan|New Jersey|8869|United States
UMLS:C0376620,,387060190,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0376620,,385327554,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0376620,,384647097,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0376620,,354355051,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0376620,,347910392,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0376620,,178104009,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0376620,,160666632,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0376620,,135277804,,vedolizumab,,Treatment of Pouchitis,C0376620,Pouchitis,03/15/2021,Designated,Not FDA Approved for Orphan Indication,,,,,"Takeda Development Center Americas, Inc.|95 Hayden Avenue|Lexington|Massachusetts|2421|United States"
UMLS:C0235974,,441072527,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,440790714,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,387061106,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,354355046,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,350080042,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,348892040,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,348480208,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,329976961,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,178103464,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,135293496,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,103771411,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,56313965,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,56313468,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,56312188,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,46507042,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,532611,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C0235974,,495888,,cetuximab,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,06/15/2007,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,ImClone Systems Incorporated|33 ImClone Drive|Branchburg|New Jersey|8876|United States
UMLS:C4721414,,440806798,,daratumumab,,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,08/20/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC|1400 McKean Road|P.O. Box 776|Spring House|Pennsylvania|19477|United States"
UMLS:C4721414,,387060189,,daratumumab,,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,08/20/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC|1400 McKean Road|P.O. Box 776|Spring House|Pennsylvania|19477|United States"
UMLS:C4721414,,354355058,,daratumumab,,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,08/20/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC|1400 McKean Road|P.O. Box 776|Spring House|Pennsylvania|19477|United States"
UMLS:C4721414,,347910441,,daratumumab,,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,08/20/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC|1400 McKean Road|P.O. Box 776|Spring House|Pennsylvania|19477|United States"
UMLS:C4721414,,178103967,,daratumumab,,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,08/20/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC|1400 McKean Road|P.O. Box 776|Spring House|Pennsylvania|19477|United States"
UMLS:C4721414,,160671954,,daratumumab,,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,08/20/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC|1400 McKean Road|P.O. Box 776|Spring House|Pennsylvania|19477|United States"
UMLS:C4721414,,135304352,,daratumumab,,Treatment of mantle cell lymphoma.,C4721414,Mantle cell lymphoma,08/20/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Janssen Research & Development, LLC|1400 McKean Road|P.O. Box 776|Spring House|Pennsylvania|19477|United States"
UMLS:C0341106,,402356185,,dupilumab,,Treatment of eosinophilic esophagitis,C0341106,Eosinophilic esophagitis,09/05/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Regneron Pharmaceuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0341106,,402355847,,dupilumab,,Treatment of eosinophilic esophagitis,C0341106,Eosinophilic esophagitis,09/05/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Regneron Pharmaceuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0341106,,377014283,,dupilumab,,Treatment of eosinophilic esophagitis,C0341106,Eosinophilic esophagitis,09/05/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Regneron Pharmaceuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0341106,,347911292,,dupilumab,,Treatment of eosinophilic esophagitis,C0341106,Eosinophilic esophagitis,09/05/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Regneron Pharmaceuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0341106,,223365910,,dupilumab,,Treatment of eosinophilic esophagitis,C0341106,Eosinophilic esophagitis,09/05/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Regneron Pharmaceuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0341106,,160682326,,dupilumab,,Treatment of eosinophilic esophagitis,C0341106,Eosinophilic esophagitis,09/05/2017,Designated,Not FDA Approved for Orphan Indication,,,,,"Regneron Pharmaceuticals, Inc.|777 Old Saw Mill River Road|Tarrytown|New York|10591|United States"
UMLS:C0002871,,46508122,,"Erythropoietin (human, recombinant)",,Treatment of anemia associated with end stage renal disease.,"C0002871,C0022661","Anemia , End stage renal disease",11/19/1987,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Organon Teknika Corporation
