_id,pubchem_cid,pubchem_sid,inchi_key,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
WJEOLQLKVOPQFV-UHFFFAOYSA-N,10074640,"92719832, 126620446, 126647233, 126666977, 134964388, 135261173, 135610416, 135727439, 136922080, 152258124, 160646963, 162011527, 162037412, 162170731, 163123377, 178102284, 185990428, 196105379, 204369777, 223381310, 241143245, 251916092, 251917440, 251971200, 252215752, 254761847, 255370318, 275982540, 312242809, 312695651, 313081406, 316539312, 318238134, 319341774, 319552146, 335987171, 341101501, 341168176, 341857690, 342462976, 348273170, 348355549, 349990074, 355040755, 367383527, 374029856, 375577141, 375581793, 375647315, 375758662, 376033305, 378130440, 381333237, 381355364, 384568473, 384572363, 385645920, 386482293, 387169693, 404770711, 419496460, 433966323, 434315102, 438493278, 438517557, 438609188, 440701554, 440805421, 440983876, 441107560, 221672971, 441073516",WJEOLQLKVOPQFV-UHFFFAOYSA-N,masitinib,,Treatment of mastocytosis,C0024899,Mastocytosis,09/14/2005,Designated,Not FDA Approved for Orphan Indication,,,,,"AB Science|3, avenue GeorgeV|75008|Paris|France"
TXCWBWKVIZGWEQ-UHFFFAOYSA-N,25024769,"162108741, 252160129, 254759363, 315707359, 319382118, 346429176, 348525386, 355039701, 363747100, 374101031, 378130441, 382152924, 384432502, 385765592, 386330684, 386602273, 404614608, 405254244, 433969086, 434298631, 438461989, 440702148, 441073517",TXCWBWKVIZGWEQ-UHFFFAOYSA-N,masitinib mesylate,,Treatment of gastric cancer including cancer of the gastroesophageal junction,C0024623,Gastric Cancer,09/14/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"AB Science|3, avenue George V|Paris|France"
TXCWBWKVIZGWEQ-UHFFFAOYSA-N,25024769,"162108741, 252160129, 254759363, 315707359, 319382118, 346429176, 348525386, 355039701, 363747100, 374101031, 378130441, 382152924, 384432502, 385765592, 386330684, 386602273, 404614608, 405254244, 433969086, 434298631, 438461989, 440702148, 441073517",TXCWBWKVIZGWEQ-UHFFFAOYSA-N,masitinib mesylate,,Treatment of amyotrophic lateral sclerosis.,C0002736,Amyotrophic Lateral Sclerosis,03/18/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"AB Science|3, avenuve George V|75008|Paris|France"
PSGAAPLEWMOORI-PEINSRQWSA-N,6279,"10350, 83613, 87252, 855664, 46508895, 48425269, 49855736, 53786776, 56312427, 56313359, 56314539, 56352931, 57288567, 76259073, 92710537, 93576672, 103195621, 103962116, 126631779, 127336733, 127336734, 127336735, 127336736, 127336737, 127336738, 134972146, 143490341, 144204872, 144207339, 152164366, 152243474, 170464622, 210279625, 210281948, 225040066, 252402347, 274190205, 312237247, 312695513, 313081419, 315675100, 318153831, 318161530, 319064286, 322071954, 329906999, 340509712, 340515715, 341139664, 341833998, 347913340, 348397326, 349268490, 354326252, 363894985, 363898321, 382164233, 384255150, 384570749, 384571750, 385781892, 386618626, 387021940, 387140420, 404755378, 419581161, 433780676, 434131727, 434299570, 438462454, 438644793, 440064707, 440066163, 8149409, 76259072, 76259081, 144075107, 176254738, 250133100, 268734604, 313074803, 376226802, 387140421, 251876466, 252372906, 252447843, 319363860, 76259078, 254761697, 363662832, 375139153, 377311006, 405499522, 438473364, 438473365, 438647658, 440046178, 50071479, 76259074, 76259075, 76259076, 76259077, 76259079, 76259080, 76259082, 76259083, 76259084, 87560200, 249910117, 346441249, 348275480, 373984078, 375653557, 434122588, 441072678",PSGAAPLEWMOORI-PEINSRQWSA-N,Medroxyprogesterone acetate,,Treatment of immune thrombocytopenic purpura.,C0398650,Immune thrombocytopenic purpura,02/22/2001,Designated,Not FDA Approved for Orphan Indication,,,,,"ZaBeCor Pharmaceutical Company, LLC|821 Westview Street|Philadelphia|Pennsylvania|19119|United States"
DRLFMBDRBRZALE-UHFFFAOYSA-N,896,"2961, 4752, 105815, 410775, 798411, 841969, 7979886, 8144655, 8149639, 10321385, 17388930, 17389536, 26759121, 29204367, 46500483, 46509101, 46509793, 48416204, 48421927, 48423636, 48425270, 48425271, 49718192, 49747966, 49747967, 49855751, 50086687, 50105414, 50105416, 51951460, 53790088, 56310582, 56313759, 85087484, 87573071, 92298010, 92304139, 93166070, 103166463, 103913882, 117498614, 126632809, 126659037, 134972795, 135651518, 135697782, 136340363, 136367361, 143489736, 144203746, 144208725, 144213243, 152238569, 160810185, 160964399, 162170568, 163409810, 163564741, 163687728, 170465589, 172765315, 174549181, 185995573, 196109749, 198992727, 210279182, 210281505, 223377401, 224416925, 242059708, 249719786, 250042203, 252157348, 252306177, 252401243, 268735744, 273002888, 274190216, 274955123, 277309203, 310276097, 312226169, 312344912, 312695553, 312811195, 313081423, 315445488, 315673152, 316543344, 316897611, 316965872, 318152049, 318161539, 318692702, 319554558, 340074136, 340475143, 340509719, 340515021, 340516339, 340530802, 341139750, 341834004, 346427101, 347913722, 348273554, 348275256, 349280771, 349984554, 355049629, 363603067, 363901422, 368505455, 374016679, 375131258, 375666571, 375749969, 376193084, 376220001, 376227657, 377309456, 381337402, 381354891, 382164415, 384567881, 384571550, 385643487, 386191640, 386268896, 386393032, 386479790, 387022037, 387086053, 404425814, 404617308, 404754346, 419507128, 433774812, 433775326, 433777469, 433777470, 433777471, 433778009, 433778862, 433780693, 434299599, 438462485, 438473353, 438473354, 438517528, 438649698, 440065800, 51951461, 51951462, 349328807, 441076632",DRLFMBDRBRZALE-UHFFFAOYSA-N,Melatonin,,Prevention of retinopathy of prematurity,C0035344,Retinopathy of Prematurity,04/20/2020,Designated,Not FDA Approved for Orphan Indication,,,,,"WORPHMED Srl|Via Malachia Marchesi de Taddei, 21|Milan|Lombardy|Italy"
SGDBTWWWUNNDEQ-LBPRGKRZSA-N,460612,"9332, 611396, 7979898, 8149411, 10321915, 17389837, 46509130, 48413968, 48416205, 48423637, 48425272, 49855032, 50989121, 53790153, 56463160, 57288513, 57288721, 93166202, 103076818, 103223867, 103935587, 111978138, 117664387, 134975427, 135693964, 144075110, 144204561, 144209720, 162177627, 162222560, 170464727, 175442940, 186002878, 210275702, 210281361, 223365955, 223383362, 224588364, 250133694, 251916222, 251917569, 252158220, 252358968, 252402128, 252448479, 268734606, 274589812, 312228587, 313077176, 315671744, 316490420, 318152821, 318161545, 318240922, 319226271, 319555762, 341834007, 346451859, 347915063, 348283639, 348783812, 349974552, 354267441, 355039052, 355151438, 363895493, 363898324, 375082784, 375578321, 376220007, 376226805, 381393760, 384568082, 384571838, 385650458, 386486901, 387153006, 419503779, 433779818, 434131269, 439450629, 440063884, 440790563, 568198, 50106620, 50106621, 50989118, 85087489, 92304317, 92719027, 126621152, 126658798, 126665398, 135597362, 136949129, 163123257, 163564747, 176326618, 196109879, 222317314, 250092127, 268738339, 310276105, 316967213, 375586447, 382156200, 387153007, 50989119, 103558454, 341139679, 301128, 301133, 50989120, 350095911, 433862982, 438636641, 441071552",SGDBTWWWUNNDEQ-LBPRGKRZSA-N,melphalan,,Treatment of cholangiocarcinoma.,C0206698,Cholangiocarcinoma,07/14/2015,Designated,Not FDA Approved for Orphan Indication,,,,,"Delcath Systems, Inc.|1633 Broadway|Suite 22C|New York|New York|10019|United States"
FBOZXECLQNJBKD-ZDUSSCGKSA-N,126941,"5042, 67627, 585459, 585463, 602572, 826993, 831594, 835286, 836777, 837147, 7889076, 7979933, 8007430, 8007432, 8007642, 8007644, 8028432, 8029193, 8029470, 8149420, 10321387, 11110523, 22395177, 24902354, 26697183, 26710568, 26710716, 26710739, 26710901, 26737429, 46507678, 46518166, 48413987, 48416247, 49854467, 50100128, 50104777, 50104778, 53790123, 56311150, 56311569, 56311694, 56311710, 56311769, 56312423, 56313023, 56313295, 56313372, 56313373, 56313685, 56314534, 56314535, 56365501, 56435900, 56463665, 57288442, 57288566, 57288658, 57288685, 57571016, 57571018, 58874621, 84975281, 92303735, 93167193, 93578038, 103059329, 103913884, 104234169, 124349595, 125003716, 126497230, 126606828, 126657742, 127261252, 127261253, 127261254, 127261255, 127261256, 127261257, 127261258, 127261259, 127261260, 127261261, 127261262, 127261263, 127261264, 127261265, 127261266, 127261267, 127261268, 127261269, 127261270, 127261271, 127261272, 127261273, 127261274, 127261275, 127261276, 127261277, 127261278, 127261279, 127261280, 127261281, 127261282, 127261283, 127261284, 127261285, 127261286, 127261287, 127261288, 127261289, 127261290, 127261291, 127261292, 127261293, 127261294, 127261295, 127261296, 127261297, 127261298, 127261299, 127261300, 127261301, 127261302, 127261303, 127261304, 127261305, 127261306, 127261307, 127261308, 127261309, 127261310, 127261311, 127261312, 127261313, 127261314, 127261315, 127261316, 127261317, 127261318, 127261319, 127261320, 127261321, 127261322, 127261323, 127261324, 127261325, 134972286, 135693922, 135697883, 143503907, 144071803, 144204495, 144210589, 160963908, 163426269, 163726834, 163805475, 163826791, 164194094, 165235930, 170464688, 170505784, 172818751, 177012475, 178101517, 184021965, 186528665, 187072585, 191112297, 191112300, 196106050, 210275091, 210280730, 211786585, 223785833, 241106140, 241182252, 251898079, 251911956, 251915032, 252090466, 252215772, 252358950, 252390179, 252401966, 252451103, 254761355, 255370342, 275651276, 277309085, 310264428, 312228234, 312616488, 312808847, 313081456, 315671761, 316967233, 317227617, 318122773, 318161612, 319150550, 319463056, 319553007, 340088391, 340514390, 340515193, 340517475, 341102975, 341139572, 341836058, 347757750, 347912509, 348283223, 348355273, 348481949, 349992914, 350096009, 354283790, 355039446, 355045613, 355047341, 363894886, 363899059, 364016137, 375082769, 375086312, 375131257, 375576765, 375639027, 375935698, 376047469, 376146886, 376191625, 376192483, 377309824, 381337652, 381368642, 382162848, 384227945, 384255159, 384568045, 384570562, 384571795, 385784931, 386045347, 386045352, 386045356, 386045361, 386045366, 386045370, 386045374, 386045378, 386045383, 386045388, 386045392, 386186979, 386274968, 386390899, 386621844, 387021664, 387064705, 387087972, 387271339, 402327352, 402327353, 402404243, 402404247, 404615619, 404759914, 405559611, 433778873, 433780526, 433862993, 434135970, 434300328, 438431847, 438443411, 438462684, 438473300, 438473301, 438476391, 439431809, 440773698, 440790272, 441114392, 8136886, 10528551, 26759131, 85087577, 85154882, 87558856, 92711024, 92764006, 103164989, 126631281, 136379944, 162176899, 163687718, 176254559, 249948597, 250184573, 252304257, 273002678, 312675694, 341825579, 363603224, 387196695, 387209851, 404754952, 404839542, 419552499, 46386835, 50517770, 162225145, 53801223, 57389360, 8020365, 26702676, 49972863, 81061294, 103058779, 125003718, 160654569, 177012476, 177012479, 221672969, 322072635, 341834082, 438635217, 441071601",FBOZXECLQNJBKD-ZDUSSCGKSA-N,methotrexate,,Prevention of proliferative vitreoretinopathy (PVR),C0242852,Proliferative vitreoretinopathy,04/11/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Aldeyra Therapeutics, Inc.|131 Hartwell Avenue, Suite 320|Lexington|Massachusetts|2421|United States"
BKBBTCORRZMASO-ZOWNYOTGSA-M,24906323,"53801225, 127319740, 127319741, 127319742, 127319743, 127319744, 127319745, 127319746, 127319747, 127319748, 134987860, 242625499, 319345787, 355178837, 385665071, 386501591, 404496033, 7849176, 135018907, 176262063, 273519680, 319376498, 335959961, 347723904, 404614033, 53790123, 160963908, 318161612, 349985596, 223485257, 255370343, 319381895, 49972863, 316967234, 348799039, 368498546, 441071603",BKBBTCORRZMASO-ZOWNYOTGSA-M,Methotrexate sodium,Methotrexate,Treatment of osteogenic sarcoma.,C0029463,Osteogenic sarcoma,10/21/1985,Designated/Approved,,For the use of high dose methotrexate with leucovorin rescue in patients with non-metastatic osteosarcoma who have undergone surgical resection or amputation for the primary tumor., 04/07/1988 , 04/07/1995 ,,Lederle Laboratories|Division of American Cyanamid Company|401 N. Middletown Road|Pearl River|New York|10965|United States
BKBBTCORRZMASO-ZOWNYOTGSA-M,24906323,"53801225, 127319740, 127319741, 127319742, 127319743, 127319744, 127319745, 127319746, 127319747, 127319748, 134987860, 242625499, 319345787, 355178837, 385665071, 386501591, 404496033, 7849176, 135018907, 176262063, 273519680, 319376498, 335959961, 347723904, 404614033, 53790123, 160963908, 318161612, 349985596, 223485257, 255370343, 319381895, 49972863, 316967234, 348799039, 368498546, 441071603",BKBBTCORRZMASO-ZOWNYOTGSA-M,Methotrexate sodium,Methotrexate,Treatment of osteogenic sarcoma.,C0029463,Osteogenic sarcoma,10/21/1985,Designated/Approved,,For the use of high dose methotrexate with leucovorin rescue in patients with non-metastatic osteosarcoma who have undergone surgical resection or amputation for the primary tumor., 04/07/1988 , 04/07/1995 ,,Lederle Laboratories|Division of American Cyanamid Company|401 N. Middletown Road|Pearl River|New York|10965|United States
DASQOOZCTWOQPA-GXKRWWSZSA-L,11329481,"53801225, 127319740, 127319741, 127319742, 127319743, 127319744, 127319745, 127319746, 127319747, 127319748, 134987860, 242625499, 319345787, 355178837, 385665071, 386501591, 404496033, 7849176, 135018907, 176262063, 273519680, 319376498, 335959961, 347723904, 404614033, 53790123, 160963908, 318161612, 349985596, 223485257, 255370343, 319381895, 49972863, 316967234, 348799039, 368498546, 441071603",DASQOOZCTWOQPA-GXKRWWSZSA-L,Methotrexate sodium,Methotrexate,Treatment of osteogenic sarcoma.,C0029463,Osteogenic sarcoma,10/21/1985,Designated/Approved,,For the use of high dose methotrexate with leucovorin rescue in patients with non-metastatic osteosarcoma who have undergone surgical resection or amputation for the primary tumor., 04/07/1988 , 04/07/1995 ,,Lederle Laboratories|Division of American Cyanamid Company|401 N. Middletown Road|Pearl River|New York|10965|United States
VAOCPAMSLUNLGC-UHFFFAOYSA-N,4173,"9412, 102189, 113379, 603052, 855672, 7979979, 8149429, 10321393, 10523004, 17389815, 26683761, 26719631, 46386860, 46508911, 48414062, 48416271, 48423716, 48425313, 49855413, 53801145, 56313764, 57288433, 76489668, 76715640, 85087886, 87572910, 93166265, 103189534, 103913888, 117418303, 124766035, 126603570, 126632305, 126658492, 126677591, 127331206, 127331207, 127331208, 127331209, 127331210, 134974986, 136992244, 144075130, 144089065, 144203992, 144209611, 144213111, 160854399, 160964255, 162170408, 163388302, 163567311, 163814207, 170464948, 172080143, 176327207, 187072632, 196106484, 204940324, 210279459, 210281782, 223376837, 224459958, 241086678, 249945089, 252358788, 252402361, 254760947, 254816136, 268734625, 274465885, 310277225, 312228496, 312600771, 312694715, 313077201, 313081505, 315342188, 315445566, 315671828, 316897824, 316962304, 316971742, 318154284, 318161651, 319062766, 319554994, 322085724, 340127166, 340509876, 340514343, 340515136, 341140308, 346419455, 348283530, 349061433, 349984262, 354283894, 355038754, 363592723, 363895615, 363898360, 374032203, 374191524, 375082609, 375570845, 376226718, 377309459, 381319378, 381371701, 382161049, 384250639, 384571641, 385642487, 386264702, 386478773, 387021786, 387060797, 387163063, 404754965, 405560355, 406545148, 419590338, 433778881, 433780185, 433781126, 433788242, 434131281, 434300820, 438462856, 438469957, 438473254, 438518865, 438601373, 440063964, 440790656, 375683487, 387150512, 405486109, 440032768, 584620, 50071400, 50071401, 117418302, 387115180, 441071540",VAOCPAMSLUNLGC-UHFFFAOYSA-N,metronidazole,,Treatment of clostridium difficile infection in pediatric patients (0 through 16 years of age).,C0343386,Clostridium difficile infection,04/05/2016,Designated,Not FDA Approved for Orphan Indication,,,,,"Appili Therapeutics, Inc.|1344 Summer Street|Suite 415|Halifax|Canada"
VAOCPAMSLUNLGC-UHFFFAOYSA-N,4173,"9412, 102189, 113379, 603052, 855672, 7979979, 8149429, 10321393, 10523004, 17389815, 26683761, 26719631, 46386860, 46508911, 48414062, 48416271, 48423716, 48425313, 49855413, 53801145, 56313764, 57288433, 76489668, 76715640, 85087886, 87572910, 93166265, 103189534, 103913888, 117418303, 124766035, 126603570, 126632305, 126658492, 126677591, 127331206, 127331207, 127331208, 127331209, 127331210, 134974986, 136992244, 144075130, 144089065, 144203992, 144209611, 144213111, 160854399, 160964255, 162170408, 163388302, 163567311, 163814207, 170464948, 172080143, 176327207, 187072632, 196106484, 204940324, 210279459, 210281782, 223376837, 224459958, 241086678, 249945089, 252358788, 252402361, 254760947, 254816136, 268734625, 274465885, 310277225, 312228496, 312600771, 312694715, 313077201, 313081505, 315342188, 315445566, 315671828, 316897824, 316962304, 316971742, 318154284, 318161651, 319062766, 319554994, 322085724, 340127166, 340509876, 340514343, 340515136, 341140308, 346419455, 348283530, 349061433, 349984262, 354283894, 355038754, 363592723, 363895615, 363898360, 374032203, 374191524, 375082609, 375570845, 376226718, 377309459, 381319378, 381371701, 382161049, 384250639, 384571641, 385642487, 386264702, 386478773, 387021786, 387060797, 387163063, 404754965, 405560355, 406545148, 419590338, 433778881, 433780185, 433781126, 433788242, 434131281, 434300820, 438462856, 438469957, 438473254, 438518865, 438601373, 440063964, 440790656, 375683487, 387150512, 405486109, 440032768, 584620, 50071400, 50071401, 117418302, 387115180, 441071540",VAOCPAMSLUNLGC-UHFFFAOYSA-N,Metronidazole,,Treatment of perioral dermatitis.,C0263449,Perioral Dermatitis,10/24/1991,Designated,Not FDA Approved for Orphan Indication,,,,,"Galderma Laboratories, Inc.|P.O. Box 331329|Fort Worth|Texas|76163|United States"
FJLBFSROUSIWMA-UHFFFAOYSA-N,4174,"9414, 86475, 834067, 7889107, 7979980, 10526331, 26697184, 26709953, 46504862, 47193698, 48416273, 50024064, 50647167, 53789558, 56320925, 56323421, 57394052, 93167100, 103243148, 103914631, 103937534, 104169960, 117362532, 126659516, 126687225, 134971791, 136379411, 144076269, 144203874, 160964347, 170465268, 172080585, 176267015, 178101909, 241093265, 249994756, 251896655, 252157165, 252352348, 254779252, 254804330, 275623431, 310277226, 312228563, 312324003, 312695005, 315668735, 315673896, 318156276, 318161652, 319062768, 319485636, 319557021, 340516529, 340521184, 341142267, 341842052, 346452617, 348115594, 348283610, 348397348, 349113384, 349991870, 350080870, 355037575, 375198341, 375562946, 375647636, 381337741, 381972639, 382162250, 383533031, 385640712, 386634971, 387022719, 387089467, 387209198, 404639613, 404754966, 405490445, 406521737, 419534731, 434132859, 434300817, 436408031, 438462860, 438473252, 438609567, 440037103, 440062582, 440066282, 440790844, 340500892, 348274726, 349942374, 378125126",FJLBFSROUSIWMA-UHFFFAOYSA-N,metyrapone,,Treatment of Cushing's syndrome,C0039082,Syndrome,09/25/2012,Designated,Not FDA Approved for Orphan Indication,,,,,"HRA Pharma Rare Diseases|200, Avenue de Paris|Chatillon|92320|France"
VKHAHZOOUSRJNA-GCNJZUOMSA-N,55245,"9854, 610895, 7979988, 10321543, 11533034, 12013919, 26759172, 46505795, 46518693, 48416281, 49835339, 49965772, 50576278, 53788556, 56312231, 56313355, 56313657, 56313765, 56352854, 56424093, 92304134, 103914034, 103965714, 123086577, 126662502, 127316677, 127316678, 127316679, 127316680, 127316681, 127316682, 127316683, 127316684, 127316685, 127316686, 127316687, 127316688, 127316689, 135014465, 135650608, 144089142, 144204503, 144212158, 160808972, 160964176, 163087873, 163564755, 163686090, 163687678, 165235219, 170465151, 172080537, 184812036, 204366785, 210280566, 241182464, 250134136, 251916494, 251917841, 252160201, 252215796, 252352356, 252451527, 255370371, 268738345, 310277242, 312228437, 312344926, 312695739, 312811056, 313081523, 315445570, 315673904, 318038765, 318153832, 318161665, 318166417, 319098983, 319462895, 319554000, 322070050, 329847217, 340514805, 340516056, 340520469, 341139611, 341834439, 342404818, 348283462, 349350864, 354267830, 354284073, 355039541, 363671299, 363907278, 375581411, 376192593, 376220015, 381353740, 382165387, 384568054, 384571803, 385146944, 385781822, 386280568, 386618555, 387060952, 387164874, 419507520, 434132343, 434315844, 438473243, 438493472, 438611287, 438647993, 440064420, 440790848, 87558747, 92711070, 126631233, 126657605, 144076192, 162175339, 196111248, 354266740, 355047379, 50576267, 250130035, 313077481, 387164875, 505564, 50576281, 405505095, 440051751, 46386955, 50104862, 50104863, 50576268, 50576269, 50576270, 50576271, 50576272, 50576273, 50576274, 50576275, 50576276, 50576277, 50576279, 50576280, 255386232, 318695516, 349995937, 370642503, 375669337, 377311015, 441075546",VKHAHZOOUSRJNA-GCNJZUOMSA-N,mifepristone,Korlym,Treatment of the clinical manifestations of endogenous Cushing's syndrone,C0010481,Cushing Syndrome,07/05/2007,Designated/Approved,,for the control of hyperglycemia secondary to hypercortisolism in adult patients with endogenous Cushing's syndrome who have type 2 diabetes mellitus or glucose intolerance and have failed surgery or are not candidates for surgery., 02/17/2012 , 02/17/2019 ,,"Corcept Therapeutics, Inc.|149 Commonwealth Drive|Menlo Park|California|94025|United States"
WTJXVDPDEQKTCV-VQAITOIOSA-N,54685925,"8149431, 10321592, 49992529, 49994862, 87550941, 103770864, 103914082, 124766350, 126624756, 126656016, 135017464, 144075132, 144089161, 144204802, 144206734, 144211907, 160871228, 162228497, 170465049, 172080583, 196106010, 224452896, 251895970, 251912490, 251915470, 252157145, 252314562, 252358693, 252402363, 254759785, 255462050, 275943392, 310277252, 312693779, 312809931, 315680490, 316898446, 318238613, 319399905, 319399906, 341837959, 346441725, 348721762, 354290342, 354326266, 375587759, 375683057, 376220016, 376226386, 377351143, 377397680, 383435674, 384428627, 385660976, 385793129, 386497481, 387060401, 387094709, 433779763, 434132115, 434301358, 438463003, 438473239, 438503704, 438658623, 440063988, 440078634, 46500360, 56463321, 335986964, 341148431, 375758869, 855650, 53788191, 56352994, 92304293, 163564756, 252218679, 268734627, 312344927, 315445573, 316429110, 318161673, 322073931, 126622254, 252391171, 313076870, 316899207, 341137897, 375082507, 50106632, 50111155, 85273720, 104169958, 176251429, 252618505, 252633123, 268738346, 441071143",WTJXVDPDEQKTCV-VQAITOIOSA-N,Minocycline HCl,,Treatment of chronic malignant pleural effusion.,C0080032,malignant pleural effusion,06/19/1992,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,Lederle Laboratories Division|Division of American Cyanamid Company|401 N. Middletown Road|Pearl River|New York|10965|United States
NWIBSHFKIJFRCO-WUDYKRTCSA-N,5746,"48414068, 49854359, 53787087, 134970853, 160963653, 319063729, 349990572, 349995294, 363898364, 386204510",NWIBSHFKIJFRCO-WUDYKRTCSA-N,mitomycin,Jelmyto,Treatment of upper tract urothelial cell cancers (transitional cell carcinoma of the renal pelvis and ureter),"C1370932,C4087468","carcinoma of the renal pelvis and ureter , Transitional Cell Carcinoma of the Renal Pelvis",09/08/2014,Designated/Approved,,JELMYTO is indicated for the treatment of adult patients with low-grade Upper Tract Urothelial Cancer (LG-UTUC), 04/15/2020 , 04/15/2027 ,Indicated for the treatment of adult patients with low-grade Upper Tract Urothelial Cancer (LG-UTUC).,"UroGen Pharma, Ltd.|9 Ha'Ta'asiya St., POB 2397|Ra'anana|Israel"
AZSRSNUQCUDCGG-UHFFFAOYSA-N,118607832,"385612228, 404986124, 405022101, 405023316, 405544226, 405559816, 406849654, 434301509, 438484483, 438645342, 439581981, 440802469",AZSRSNUQCUDCGG-UHFFFAOYSA-N,mobocertinib,,"Treatment of non-small cell lung cancer with genetic alterations in EGFR including EGFR mutations and/or EGFR gene amplifications, HER2 mutations, or BRAF G466V mutations",C3539721,Non-Small Cell Lung Cancer,12/17/2019,Designated,Not FDA Approved for Orphan Indication,,,,,"Millennium Pharmaceuticals, Inc.|40 Landsdowne Street|Cambridge|Massachusetts|2139|United States"
IDIIJJHBXUESQI-DFIJPDEKSA-N,101526,"11528782, 12015073, 46386670, 53788827, 92719042, 103770718, 126621132, 126625643, 126656771, 126670268, 135058355, 135610161, 135684165, 135696603, 144204992, 162049225, 165235308, 170465209, 174527993, 187072315, 196111635, 203355668, 211534856, 223384006, 224399330, 249810600, 249833751, 251916442, 251917789, 252390106, 307080278, 310277321, 312694138, 315664924, 315681560, 318242326, 319134850, 322073862, 322093799, 329863993, 329979169, 340515980, 341137079, 341148480, 341839053, 342475676, 347760719, 347912706, 348858890, 354702894, 355039731, 363662621, 376190937, 376229688, 381388263, 383435823, 384416710, 385660856, 386497361, 387060956, 406627906, 433779894, 434132082, 438482577, 439462311, 440064549, 440818638, 441050242, 441115667, 160963566, 175438118, 313077394, 318161711, 375668612, 440798879, 136375558, 144075736, 252401549, 336297901, 346398775, 376226824, 10254, 252218682, 312654354, 315445592, 340523106, 375757128, 250203678, 268735035, 319435005, 368501109, 376068618, 384570900, 385872486, 441078715",IDIIJJHBXUESQI-DFIJPDEKSA-N,moxifloxacin hydrochloride,,Treatment of tuberculosis,C0041296,Tuberculosis,04/30/2014,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Bayer HealthCare Pharmaceuticals, Inc.|100 Bayer Boulevard|P. O. Box 915|Whippany|New Jersey|7981|United States"
XIKSEDLKDYKPTO-UHFFFAOYSA-N,10038269,"381125266, 426423761",XIKSEDLKDYKPTO-UHFFFAOYSA-N,"N-(3,4-dihydroxyphenyl)-3,4-dihydroxybenzamide",,Treatment of AL Amyloidosis,C0268381,AL Amyloidosis,10/15/2014,Designated,Not FDA Approved for Orphan Indication,,,,,"ProtaMed, Inc.|14241 Woodinville Duvall Road, Suite # 370|Woodinville|Washington|98072|United States"
XPEHHUISIBFLHX-QFWMXSHPSA-N,121439966,381128187,XPEHHUISIBFLHX-QFWMXSHPSA-N,"N-(trans-3-(5-((R)-1-hydroxyethyl)-1,3,4-oxadiazol-2-yl)cyclobutyl)-3-phenylisoxazole-5-carboxamide",,Treatment of cystic fibrosis,C0010674,Cystic Fibrosis,03/07/2018,Designated,Not FDA Approved for Orphan Indication,,,,,"Proteostasis Therapeutics, Inc.|200 Technology Square|Cambridge|Massachusetts|2139|United States"
WXNXCEHXYPACJF-ZETCQYMHSA-N,70912,"127319600, 127319601, 223913502, 85366067",WXNXCEHXYPACJF-ZETCQYMHSA-N,N-Acetyl-Leucine,,Treatment of Ataxia Telangiectasia,C0004135,Ataxia Telangiectasia,10/02/2018,Designated,Not FDA Approved for Orphan Indication,,,,,IntraBio Inc.|270 Devon Road|Tenafly|New Jersey|7670|United States
PWKSKIMOESPYIA-BYPYZUCNSA-N,12035,"8144902, 12013391, 48413148, 48422870, 49856254, 53790587, 56310757, 56311342, 56311343, 56311724, 56314540, 92714687, 99443235, 126623942, 126655263, 134978062, 136348796, 160967850, 174478612, 184818743, 196106914, 223741118, 249926182, 275228731, 318160103, 319070271, 321939574, 342398324, 347912801, 348275440, 349974913, 387141259, 404834430, 433777488, 409483, 85083256, 124994937, 125321798, 315683346, 341139678, 386304089, 387141261, 127268235, 127268236, 223710691",PWKSKIMOESPYIA-BYPYZUCNSA-N,N-acetylcysteine,,Prevention of ototoxicity caused by platinum-based chemotherapeutic agents used to treat pediatric cancers,"C0006826,C0235280","Cancers , Ototoxicity",07/19/2012,Designated,Not FDA Approved for Orphan Indication,,,,,"Edward A. Neuwelt, MD|3181 SW Sam Jackson Park Road|Portland|Oregon|97239|United States"
URCVCIZFVQDVPM-UHFFFAOYSA-N,3035714,"91146455, 252157818",URCVCIZFVQDVPM-UHFFFAOYSA-N,N-[2-[(4-hydroxyphenyl)amino]-3-pyridinyl]-4-methoxybenzenesulfonamide,,Treatment of neuroblastoma,C0027819,Neuroblastoma,09/30/2004,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"AbbVie, Inc.|1 N. Waukegan Road|North Chicago|Illinois|60064|United States"
YZOQZEXYFLXNKA-UHFFFAOYSA-N,10309114,"224290135, 341721337, 349104806",YZOQZEXYFLXNKA-UHFFFAOYSA-N,"N-[4-(4-amino-2-ethyl-1H-imidazo[4,5-c]quinolin-1-yl)butyl]methanesulfonamide",,Treatment of stages IIB-IV melanoma,C0025202,melanoma,08/13/2004,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,,"Pfizer, Inc.|50 Pequot|6025-A3106|New London|Connecticut|6320|United States"
