_id,compound_id,inchl_key,generic_name,trade_name,orphan_designation,umls_id,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication
RNAICSBVACLLGM-GNAZCLTHSA-N,5909,RNAICSBVACLLGM-GNAZCLTHSA-N,Pilocarpine HCl,Salagen,Treatment of xerostomia and keratoconjunctivitis sicca in Sjogren's syndrome patients.,"C0022575,C0043352,C1527336","Keratoconjunctivitis Sicca , Xerostomia , Sjogren Syndrome",2/28/92,Designated/Approved,,Treatment of dry mouth in patients with Sjogren's syndrome., 02/11/1998 , 02/11/2005 ,
HYAFETHFCAUJAY-UHFFFAOYSA-N,4829,HYAFETHFCAUJAY-UHFFFAOYSA-N,pioglitazone,,Treatment of sudden sensorineural hearing loss,C4275242,Sudden sensorineural hearing loss,12/12/19,Designated,Not FDA Approved for Orphan Indication,,,,
NNACHAUCXXVJSP-UHFFFAOYSA-N,9948102,NNACHAUCXXVJSP-UHFFFAOYSA-N,Pitolisant,WAKIX,Treatment of narcolepsy,C0027404,Narcolepsy,5/17/10,Designated/Approved,,WAKIX is indicated for the treatment of excessive daytime sleepiness (EDS) in adult patients with narcolepsy, 08/14/2019 , 08/14/2026 ,For the treatment of excessive daytime sleepiness (EDS) in adult patients with narcolepsy
UUSZLLQJYRSZIS-LXNNNBEUSA-N,9812534,UUSZLLQJYRSZIS-LXNNNBEUSA-N,plitidepsin,,Treatment of multiple myeloma,C0026764,Multiple Myeloma,9/30/04,Designated,Not FDA Approved for Orphan Indication,,,,
UVSMNLNDYGZFPF-UHFFFAOYSA-N,134780,UVSMNLNDYGZFPF-UHFFFAOYSA-N,pomalidomide,POMALYST,Treatment of Kaposi sarcoma,C0036220,Kaposi Sarcoma,4/4/18,Designated/Approved,,POMALYST (pomalidomide) is indicated for the treatment of adult patients with AIDS-related Kaposi sarcoma (KS) after failure of highly active antiretroviral therapy (HAART); and for the treatment of Kaposi sarcoma (KS) in adult patients who are HIV-negative., 05/14/2020 , 05/14/2027 ,Indicated for the treatment of adult patients with AIDS-related Kaposi sarcoma (KS) after failure of highly active antiretroviral therapy (HAART); and for the treatment of Kaposi sarcoma (KS) in adult patients who are HIV-negative.
PHXJVRSECIGDHY-UHFFFAOYSA-N,24826799,PHXJVRSECIGDHY-UHFFFAOYSA-N,ponatinib,Iclusig,Treatment of Philadelphia chromosome-positive acute lymphoblastic leukemia (Ph+ALL),C1709527,Philadelphia chromosome-positive acute lymphoblastic leukemia,11/20/09,Designated/Approved,,Treatment of adult patients with Philadelphia chromosome positive acute lymphoblastic leukemia (Ph+ALL) that is resistant or intolerant to prior tyrosine kinase inhibitor therapy., 12/14/2012 , 12/14/2019 ,
RSQDGTJKZWTAGL-UHFFFAOYSA-N,137321858,RSQDGTJKZWTAGL-UHFFFAOYSA-N,Porfimer sodium,,For the photodynamic therapy of patients with transitional cell carcinoma in situ of the urinary bladder.,"C0334267,C4551642","Transitional cell carcinoma in situ , Carcinoma in situ of the Urinary Bladder",11/15/89,Designated,Not FDA Approved for Orphan Indication,,,,
RAGOYPUPXAKGKH-XAKZXMRKSA-N,468595,RAGOYPUPXAKGKH-XAKZXMRKSA-N,posaconazole,,Treatment of zygomycosis,C0043541,Zygomycosis,7/16/04,Designated,Not FDA Approved for Orphan Indication,,,,
OGSBUKJUDHAQEA-WMCAAGNKSA-N,148121,OGSBUKJUDHAQEA-WMCAAGNKSA-N,pralatrexate,,Treatment of advanced or metastatic transitional cell carcinoma of the urinary bladder,"C0279680,C3160869","Transitional Cell Carcinoma of the Urinary Bladder , Metastatic Transitional Cell Carcinoma",5/3/10,Designated,Not FDA Approved for Orphan Indication,,,,
AUBOIOCYVHATDV-QYLLOTSKSA-N,134693628,AUBOIOCYVHATDV-QYLLOTSKSA-N,pralmorelin hydrochloride,,As a diagnostic agent for the detection of growth hormone deficiency,C3714796,Growth hormone deficiency,10/18/12,Designated,Not FDA Approved for Orphan Indication,,,,
AQHHHDLHHXJYJD-UHFFFAOYSA-N,4946,AQHHHDLHHXJYJD-UHFFFAOYSA-N,Propranolol,,Treatment of retinopathy of prematurity,C0035344,Retinopathy of Prematurity,8/23/19,Designated,Not FDA Approved for Orphan Indication,,,,
GPKJTRJOBQGKQK-UHFFFAOYSA-N,237,GPKJTRJOBQGKQK-UHFFFAOYSA-N,quinacrine,,Treatment of hepatocellular carcinoma,C2239176,HEPATOCELLULAR CARCINOMA,9/28/12,Designated,Not FDA Approved for Orphan Indication,,,,
RONWGALEIBILOG-VMJVVOMYSA-N,56927704,RONWGALEIBILOG-VMJVVOMYSA-N,quinine sulfate,,Treatment of malaria excluding Plasmodium faliparum,C0024530,Malaria,12/2/08,Designated,Not FDA Approved for Orphan Indication,,,,
ZHNFLHYOFXQIOW-LPYZJUEESA-N,16211610,ZHNFLHYOFXQIOW-LPYZJUEESA-N,quinine sulfate,,Treatment of malaria excluding Plasmodium faliparum,C0024530,Malaria,12/2/08,Designated,Not FDA Approved for Orphan Indication,,,,
LOUPRKONTZGTKE-WZBLMQSHSA-N,3034034,LOUPRKONTZGTKE-WZBLMQSHSA-N,quinine sulfate,,Treatment of malaria excluding Plasmodium faliparum,C0024530,Malaria,12/2/08,Designated,Not FDA Approved for Orphan Indication,,,,
AKYHKWQPZHDOBW-DSXUQNDKSA-N,11949689,AKYHKWQPZHDOBW-DSXUQNDKSA-N,quinine sulfate,,Treatment of malaria excluding Plasmodium faliparum,C0024530,Malaria,12/2/08,Designated,Not FDA Approved for Orphan Indication,,,,
RONWGALEIBILOG-VMJVVOMYSA-N,56927704,RONWGALEIBILOG-VMJVVOMYSA-N,quinine sulfate,,Treatment of malaria excluding Plasmodium faliparum,C0024530,Malaria,12/2/08,Designated,Not FDA Approved for Orphan Indication,,,,
BKXVVCILCIUCLG-UHFFFAOYSA-N,54900,BKXVVCILCIUCLG-UHFFFAOYSA-N,raloxifene hydrochloride,,Treatment of hereditary hemorrhagic telangiectasia,C0039445,hereditary hemorrhagic telangiectasia,8/20/10,Designated,Not FDA Approved for Orphan Indication,,,,
PRFBWBYKWZVQJF-RRABGKBLSA-M,23668369,PRFBWBYKWZVQJF-RRABGKBLSA-M,recilisib sodium,,Prevention of acute radiation syndrome,C0520799,Acute Radiation Syndrome,6/1/12,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
RWWYLEGWBNMMLJ-YSOARWBDSA-N,121304016,RWWYLEGWBNMMLJ-YSOARWBDSA-N,Remdesivir,,Treatment of Ebola virus disease,C0282687,Ebola Virus Disease,9/18/15,Designated,Not FDA Approved for Orphan Indication,,,,
LEEIJTHMHDMWLJ-CQSZACIVSA-N,11703255,LEEIJTHMHDMWLJ-CQSZACIVSA-N,resatorvid,,Treatment of acute-on-chronic liver failure,C3850141,Acute-On-Chronic Liver Failure,1/2/18,Designated,Not FDA Approved for Orphan Indication,,,,
FECGNJPYVFEKOD-VMPITWQZSA-N,11609955,FECGNJPYVFEKOD-VMPITWQZSA-N,resminostat,,Treatment of Hodgkin's lymphoma.,C0019829,hodgkin's lymphoma,9/16/11,Designated,Not FDA Approved for Orphan Indication,,,,
FTALBRSUTCGOEG-UHFFFAOYSA-N,5070,FTALBRSUTCGOEG-UHFFFAOYSA-N,Riluzole,,Treatment of Huntington's disease.,C0020179,Huntington's Disease,10/15/96,Designated,Not FDA Approved for Orphan Indication,,,,
CEFJVGZHQAGLHS-UHFFFAOYSA-N,71584930,CEFJVGZHQAGLHS-UHFFFAOYSA-N,Ripretinib,,Treatment of gastrointestinal stromal tumors (GIST),C0238198,Gastrointestinal Stromal Tumors,10/2/14,Designated/Approved,,"QINLOCK (ripretinib) is indicated for the treatment of adult patients with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib.", 05/15/2020 , 05/15/2027 ,"Indicated for the treatment of adult patients with advanced gastrointestinal stromal tumor (GIST) who have received prior treatment with 3 or more kinase inhibitors, including imatinib."
TZSZZENYCISATO-WIOPSUGQSA-N,92045025,TZSZZENYCISATO-WIOPSUGQSA-N,rodatristat ethyl,,Treatment of pulmonary arterial hypertension (PAH).,C3203102,PULMONARY ARTERIAL HYPERTENSION,10/6/15,Designated,Not FDA Approved for Orphan Indication,,,,
RZJQGNCSTQAWON-UHFFFAOYSA-N,5090,RZJQGNCSTQAWON-UHFFFAOYSA-N,rofecoxib,,Treatment of hemophilic arthropathy (HA),C0263725,Hemophilic arthropathy,9/26/17,Designated,Not FDA Approved for Orphan Indication,,,,
OHRURASPPZQGQM-QPJBHPOGSA-N,154574495,OHRURASPPZQGQM-QPJBHPOGSA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
OHRURASPPZQGQM-WOADUJSRSA-N,129905275,OHRURASPPZQGQM-WOADUJSRSA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
OHRURASPPZQGQM-OYTWCIJESA-N,123135747,OHRURASPPZQGQM-OYTWCIJESA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
OHRURASPPZQGQM-MWQPNCDWSA-N,91110640,OHRURASPPZQGQM-MWQPNCDWSA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
OHRURASPPZQGQM-WDCUYUQDSA-N,56840936,OHRURASPPZQGQM-WDCUYUQDSA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
OHRURASPPZQGQM-UHFFFAOYSA-N,3425,OHRURASPPZQGQM-UHFFFAOYSA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
OHRURASPPZQGQM-QDBHDZETSA-N,57515973,OHRURASPPZQGQM-QDBHDZETSA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
OHRURASPPZQGQM-GCCNXGTGSA-N,5352062,OHRURASPPZQGQM-GCCNXGTGSA-N,romidepsin,Istodax,Treatment of non-Hodgkin T-cell lymphomas,C0079772,T-Cell Lymphomas,9/30/04,Designated/Approved,,Treatment of cutaneous T-cell lymphoma (CTCL) in patients who have received at least one prior systemic therapy, 11/05/2009 , 11/05/2016 ,
POGQSBRIGCQNEG-UHFFFAOYSA-N,129228,POGQSBRIGCQNEG-UHFFFAOYSA-N,rufinamide,Banzel,Treatment of Lennox-Gastaut Syndrome.,C0238111,Lennox-Gastaut syndrome,10/8/04,Designated/Approved,,Adjunctive therapy of seizures associated with Lennox-Gastaut syndrome., 11/14/2008 , 11/14/2015 ,
WUILNKCFCLNXOK-CFBAGHHKSA-N,5469318,WUILNKCFCLNXOK-CFBAGHHKSA-N,salirasib,,Treatment of pancreatic cancer.,C0235974,PANCREATIC CANCER,12/18/06,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
FSYKKLYZXJSNPZ-UHFFFAOYSA-N,1088,FSYKKLYZXJSNPZ-UHFFFAOYSA-N,sarcosine,,Treatment of obsessive compulsive disorder in pediatric patients (0 to 16 years of age),C0028768,Obsessive compulsive disorder,10/12/11,Designated,Not FDA Approved for Orphan Indication,,,,
FCKJYANJHNLEEP-XRWYNYHCSA-N,5283748,FCKJYANJHNLEEP-XRWYNYHCSA-N,Secalciferol,,Treatment of familial hypophosphatemic rickets.,C3536983,Familial Hypophosphatemic Rickets,7/26/93,Designated,Not FDA Approved for Orphan Indication,,,,
QXWZQTURMXZVHJ-UHFFFAOYSA-N,9913767,QXWZQTURMXZVHJ-UHFFFAOYSA-N,selexipag,,Treatment of Chronic Thromboembolic Pulmonary Hypertension,C2363973,Chronic thromboembolic pulmonary hypertension,10/2/18,Designated,Not FDA Approved for Orphan Indication,,,,
DEVSOMFAQLZNKR-RJRFIUFISA-N,71481097,DEVSOMFAQLZNKR-RJRFIUFISA-N,selinexor,,Treatment of acute myeloid leukemia,C0023467,Acute myeloid leukemia,5/14/14,Designated,Not FDA Approved for Orphan Indication,,,,
QFJCIRLUMZQUOT-HPLJOQBZSA-N,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,sirolimus,,Treatment of tuberous sclerosis complex-related facial angiofibromas,"C0041341,C0265319","Tuberous Sclerosis Complex , Facial angiofibromas",2/13/17,Designated,Not FDA Approved for Orphan Indication,,,,
GMBQZIIUCVWOCD-UQHLGXRBSA-N,91439,GMBQZIIUCVWOCD-UQHLGXRBSA-N,smilagenin,,Treatment of amyotrophic lateral sclerosis,C0002736,Amyotrophic Lateral Sclerosis,7/21/11,Designated,Not FDA Approved for Orphan Indication,,,,
LUPNKHXLFSSUGS-UHFFFAOYSA-M,517326,LUPNKHXLFSSUGS-UHFFFAOYSA-M,sodium dichloroacetate,,Use as an antidote in the management of systemic monochloroacetic acid poisoning,C4707283,Systemic monochloroacetic acid poisoning,7/3/03,Designated,Not FDA Approved for Orphan Indication,,,,
LUPNKHXLFSSUGS-UHFFFAOYSA-M,517326,LUPNKHXLFSSUGS-UHFFFAOYSA-M,Sodium dichloroacetate,,Treatment of homozygous familial hypercholesterolemia.,C0020445,FAMILIAL HYPERCHOLESTEROLEMIA,6/11/90,Designated,Not FDA Approved for Orphan Indication,,,,
XYGBKMMCQDZQOZ-UHFFFAOYSA-M,23663870,XYGBKMMCQDZQOZ-UHFFFAOYSA-M,sodium oxybate,Xyrem,Treatment of narcolepsy.,C0027404,Narcolepsy,11/7/94,Designated/Approved,,Treatment of cataplexy associated with narcolepsy, 07/17/2002 , 07/17/2009 ,
AKHNMLFCWUSKQB-UHFFFAOYSA-L,24477,AKHNMLFCWUSKQB-UHFFFAOYSA-L,sodium thiosulfate,,Treatment of dermatomyositis,C0011633,Dermatomyositis,10/28/14,Designated,Not FDA Approved for Orphan Indication,,,,
AKHNMLFCWUSKQB-UHFFFAOYSA-L,24477,AKHNMLFCWUSKQB-UHFFFAOYSA-L,Sodium thiosulfate,,Prevention of platinum-induced ototoxicity in pediatric patients,C0235280,Ototoxicity,3/17/04,Designated,Not FDA Approved for Orphan Indication,,,,
TTZHDVOVKQGIBA-LVPOHEQUSA-N,73425384,TTZHDVOVKQGIBA-LVPOHEQUSA-N,sofosbuvir,Sovaldi,Treatment of pediatric chronic hepatitis C virus infection,"C0019196,C0524910","Hepatitis C Virus Infection , chronic hepatitis c",10/25/16,Designated/Approved,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin, 08/28/2019 ,  ,
TTZHDVOVKQGIBA-KVOQBTHKSA-N,72699160,TTZHDVOVKQGIBA-KVOQBTHKSA-N,sofosbuvir,Sovaldi,Treatment of pediatric chronic hepatitis C virus infection,"C0019196,C0524910","Hepatitis C Virus Infection , chronic hepatitis c",10/25/16,Designated/Approved,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin, 08/28/2019 ,  ,
TTZHDVOVKQGIBA-IECBXEDQSA-N,129010435,TTZHDVOVKQGIBA-IECBXEDQSA-N,sofosbuvir,Sovaldi,Treatment of pediatric chronic hepatitis C virus infection,"C0019196,C0524910","Hepatitis C Virus Infection , chronic hepatitis c",10/25/16,Designated/Approved,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin, 08/28/2019 ,  ,
TTZHDVOVKQGIBA-UHFFFAOYSA-N,91302628,TTZHDVOVKQGIBA-UHFFFAOYSA-N,sofosbuvir,Sovaldi,Treatment of pediatric chronic hepatitis C virus infection,"C0019196,C0524910","Hepatitis C Virus Infection , chronic hepatitis c",10/25/16,Designated/Approved,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin, 08/28/2019 ,  ,
TTZHDVOVKQGIBA-IAAJYNJHSA-N,45375806,TTZHDVOVKQGIBA-IAAJYNJHSA-N,sofosbuvir,Sovaldi,Treatment of pediatric chronic hepatitis C virus infection,"C0019196,C0524910","Hepatitis C Virus Infection , chronic hepatitis c",10/25/16,Designated/Approved,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin, 08/28/2019 ,  ,
TTZHDVOVKQGIBA-IQWMDFIBSA-N,45375808,TTZHDVOVKQGIBA-IQWMDFIBSA-N,sofosbuvir,Sovaldi,Treatment of pediatric chronic hepatitis C virus infection,"C0019196,C0524910","Hepatitis C Virus Infection , chronic hepatitis c",10/25/16,Designated/Approved,,SOVALDI is indicated for the treatment of chronic HCV genotype 2 or 3 infection in pediatric patients 3 years of age and older without cirrhosis or with compensated cirrhosis for use in combination with ribavirin, 08/28/2019 ,  ,
MLDQJTXFUGDVEO-UHFFFAOYSA-N,216239,MLDQJTXFUGDVEO-UHFFFAOYSA-N,Sorafenib,Nexavar,Treatment of renal cell carcinoma.,C0007134,Renal Cell Carcinoma,10/8/04,Designated/Approved,,Treatment of patients with advanced renal cell carcinoma, 12/20/2005 , 12/20/2012 ,
VIDRYROWYFWGSY-UHFFFAOYSA-N,66245,VIDRYROWYFWGSY-UHFFFAOYSA-N,sotalol hydrochloride,,Treatment of life-threatening ventricular arrhythmias in pediatric patients,C3812282,Ventricular Arrhythmias,2/10/14,Designated,Not FDA Approved for Orphan Indication,,,,
ZPYIELFRIYUVQP-BHBJEIPNSA-N,72734342,ZPYIELFRIYUVQP-BHBJEIPNSA-N,squalamine lactate,,Treatment of ovarian cancer refractory or resistant to standard chemotherapy,"C0677936,C4721610","cancer refractory , Ovarian Cancer",5/11/01,Designated,Not FDA Approved for Orphan Indication,,,,
JMNXSNUXDHHTKQ-QVMSTPCGSA-N,3036507,JMNXSNUXDHHTKQ-QVMSTPCGSA-N,squalamine lactate,,Treatment of ovarian cancer refractory or resistant to standard chemotherapy,"C0677936,C4721610","cancer refractory , Ovarian Cancer",5/11/01,Designated,Not FDA Approved for Orphan Indication,,,,
IBLNKMRFIPWSOY-FNORWQNLSA-N,5311454,IBLNKMRFIPWSOY-FNORWQNLSA-N,stiripentol,Diacomit,Treatment of Dravet syndrome,C0751122,Dravet Syndrome,10/30/08,Designated/Approved,,DIACOMIT is indicated for the treatment of seizures associated with Dravet syndrome (DS) in patients 2 years of age and older taking clobazam., 08/20/2018 , 08/20/2025 ,DIACOMIT is indicated for the treatment of seizures associated with Dravet syndrome (DS) in patients 2 years of age and older taking clobazam.
QJJXYPPXXYFBGM-LFZNUXCKSA-N,445643,QJJXYPPXXYFBGM-LFZNUXCKSA-N,Tacrolimus,,Prophylaxis of graft-versus-host-disease.,C0018133,Graft-Versus-Host-Disease,4/6/98,Designated,Not FDA Approved for Orphan Indication,,,,
QJJXYPPXXYFBGM-LFZNUXCKSA-N,445643,QJJXYPPXXYFBGM-LFZNUXCKSA-N,tacrolimus,Envarsus XR,Prophylaxis of organ rejection in patients receiving allogeneic kidney transplant,C0815080,organ rejection,12/20/13,Designated/Approved,,Prophylaxis of organ rejection in kidney transplant patients converted from tacrolimus immediate-release formulations in combination with other immunosuppressants, 07/10/2015 , 07/10/2022 ,Prophylaxis of organ rejection in kidney transplant patients converted from tacrolimus immediate-release formulations in combination with other immunosuppressants
DQJDBUPLRMRBAB-WZTVWXICSA-N,24970412,DQJDBUPLRMRBAB-WZTVWXICSA-N,tafamidis meglumine,VYNDAQEL; VYNDAMAX,Treatment of symptomatic transthyretin (TTR) amyloid cardiomyopathy.,C0268407,Amyloid cardiomyopathy,2/17/12,Designated/Approved,,VYNDAQEL and VYNDAMAX are indicated for the treatment of the cardiomyopathy of wild type or hereditary transthyretin-mediated amyloidosis (ATTR-CM) in adults to reduce cardiovascular mortality and cardiovascular-related hospitalization., 05/03/2019 , 05/03/2026 ,VYNDAQEL and VYNDAMAX are indicated for the treatment of the cardiomyopathy of wild type or hereditary transthyretin-mediated amyloidosis (ATTR-CM) in adults to reduce cardiovascular mortality and cardiovascular-related hospitalization.
LBHLFPGPEGDCJG-UHFFFAOYSA-N,115358,LBHLFPGPEGDCJG-UHFFFAOYSA-N,tafenoquine,Krintafel,Treatment of malaria,C0024530,Malaria,1/15/13,Designated/Approved,,KRINTAFEL is indicated for the radical cure (prevention of relapse) of Plasmodium vivax malaria in patients aged 16 years and older who are receiving appropriate antimalarial therapy for acute P. vivax infection., 07/20/2018 , 07/20/2025 ,KRINTAFEL is indicated for the radical cure (prevention of relapse) of Plasmodium vivax malaria in patients aged 16 years and older who are receiving appropriate antimalarial therapy for acute P. vivax infection.
FKCMADOPPWWGNZ-YUMQZZPRSA-N,6918572,FKCMADOPPWWGNZ-YUMQZZPRSA-N,Talabostat,,Treatment of stages IIb through IV melanoma,C0025202,melanoma,3/20/17,Designated,Not FDA Approved for Orphan Indication,,,,
ONDYALNGTUAJDX-UHFFFAOYSA-N,54682876,ONDYALNGTUAJDX-UHFFFAOYSA-N,Tasquinimod,,Treatment of multiple myeloma,C0026764,Multiple Myeloma,4/10/17,Designated,Not FDA Approved for Orphan Indication,,,,
XOAAWQZATWQOTB-UHFFFAOYSA-N,1123,XOAAWQZATWQOTB-UHFFFAOYSA-N,taurine,,Treatment of cystathionine beta-synthase deficient homocystinuria,C0019880,Homocystinuria,3/22/10,Designated,Not FDA Approved for Orphan Indication,,,,
AJKIRUJIDFJUKJ-UHFFFAOYSA-N,29566,AJKIRUJIDFJUKJ-UHFFFAOYSA-N,taurolidine,,Treatment of neuroblastoma,C0027819,Neuroblastoma,2/22/18,Designated,Not FDA Approved for Orphan Indication,,,,
MREOOEFUTWFQOC-UHFFFAOYSA-M,54715158,MREOOEFUTWFQOC-UHFFFAOYSA-M,Tegafur/gimeracil/oteracil,,Treatment of gastric cancer,C0024623,Gastric Cancer,7/20/06,Designated,Not FDA Approved for Orphan Indication,,,,
OMWCXCBGEFHCTN-FGYAAKKASA-N,46212391,OMWCXCBGEFHCTN-FGYAAKKASA-N,tegavivint,,Treatment of Desmoid Tumors,C0079218,desmoid tumors,4/11/18,Designated,Not FDA Approved for Orphan Indication,,,,
BJNLLBUOHPVGFT-CAYRISATSA-N,133065662,BJNLLBUOHPVGFT-CAYRISATSA-N,teicoplanin,,Treatment of Staphylococcus aureus lung infections in patients with cystic fibrosis,"C0010674,C0038172,C3714514","Cystic Fibrosis , Staphylococcus aureus , Infections",5/24/18,Designated,Not FDA Approved for Orphan Indication,,,,
BPEGJWRSRHCHSN-UHFFFAOYSA-N,5394,BPEGJWRSRHCHSN-UHFFFAOYSA-N,temozolomide,Temodar,Treatment of recurrent malignant glioma.,C4684861,Recurrent Malignant Glioma,10/5/98,Designated/Approved,,Treatment of adult patients with newly diagnosed glioblastoma multiforme concomitatly with radiotherapy and then as maintenance treatment, 03/15/2005 , 03/15/2012 ,
CBPNZQVSJQDFBE-RODMVNQKSA-N,154827473,CBPNZQVSJQDFBE-RODMVNQKSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-NUTFMQKQSA-N,154575198,CBPNZQVSJQDFBE-NUTFMQKQSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-LGVPMJLXSA-N,152772378,CBPNZQVSJQDFBE-LGVPMJLXSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-HELDCPHESA-N,137295275,CBPNZQVSJQDFBE-HELDCPHESA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-VYCIWTNRSA-N,132274070,CBPNZQVSJQDFBE-VYCIWTNRSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-QWRHTZMXSA-N,86287409,CBPNZQVSJQDFBE-QWRHTZMXSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-DZCFMHCPSA-N,71296107,CBPNZQVSJQDFBE-DZCFMHCPSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-VBSVFFBFSA-N,54608508,CBPNZQVSJQDFBE-VBSVFFBFSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-MDHHOXSCSA-N,9876533,CBPNZQVSJQDFBE-MDHHOXSCSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-GOFCWFHQSA-N,145712265,CBPNZQVSJQDFBE-GOFCWFHQSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
CBPNZQVSJQDFBE-KFZNZFKNSA-N,71312019,CBPNZQVSJQDFBE-KFZNZFKNSA-N,Temsirolimus,Torisel,Treatment of renal cell carcinoma,C0007134,Renal Cell Carcinoma,12/16/04,Designated/Approved,,Treatment of advanced renal cell carcinoma, 05/30/2007 , 05/30/2014 ,
